,_c0,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,cluster
868,869,... < 0 DM,12,no credits taken/all credits paid back duly,car (used),951,... <  100 DM,< 1 yr,< 20,female : non-single or male : single,none,>= 7 yrs,building soc. savings agr./life insurance,27,bank,for free,>= 6,skilled employee/official,0 to 2,no,no,bad,2
869,870,... < 0 DM,24,no credits taken/all credits paid back duly,others,1355,unknown/no savings account,< 1 yr,20 <= ... < 25,female : non-single or male : single,none,>= 7 yrs,building soc. savings agr./life insurance,25,none,rent,1,unskilled - resident,0 to 2,yes (under customer name),no,bad,2
870,871,no checking account,48,no credits taken/all credits paid back duly,radio/television,3051,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,54,none,rent,1,skilled employee/official,0 to 2,no,no,bad,1
871,872,... >= 200 DM / salary for at least 1 year,36,all credits at this bank paid back duly,others,7855,unknown/no savings account,1 <= ... < 4 yrs,< 20,female : non-single or male : single,none,1 <= ... < 4 yrs,unknown / no property,25,stores,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,bad,1
872,873,... >= 200 DM / salary for at least 1 year,18,no credits taken/all credits paid back duly,furniture/equipment,433,unknown/no savings account,unemployed,20 <= ... < 25,female : non-single or male : single,co-applicant,>= 7 yrs,unknown / no property,22,none,for free,1,skilled employee/official,0 to 2,no,no,bad,2
873,874,... >= 200 DM / salary for at least 1 year,36,existing credits paid back duly till now,retraining,9572,unknown/no savings account,< 1 yr,>= 35,male : divorced/separated,none,< 1 yr,building soc. savings agr./life insurance,28,none,rent,2-3,skilled employee/official,0 to 2,no,no,bad,1
874,875,... < 0 DM,24,critical account/other credits elsewhere,repairs,1837,unknown/no savings account,4 <= ... < 7 yrs,< 20,female : non-single or male : single,none,>= 7 yrs,real estate,34,bank,own,1,unskilled - resident,0 to 2,no,no,bad,2
875,876,... < 0 DM,30,all credits at this bank paid back duly,others,4249,unknown/no savings account,unemployed,< 20,female : single,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,28,none,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,no,no,bad,1
876,877,... < 0 DM,30,all credits at this bank paid back duly,others,5234,unknown/no savings account,unemployed,< 20,female : single,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,28,none,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,no,no,bad,1
877,878,no checking account,48,no credits taken/all credits paid back duly,furniture/equipment,6758,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,female : non-single or male : single,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,31,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,bad,1
878,879,no checking account,9,no credits taken/all credits paid back duly,furniture/equipment,1366,unknown/no savings account,< 1 yr,20 <= ... < 25,female : non-single or male : single,none,>= 7 yrs,car or other,22,none,for free,1,skilled employee/official,0 to 2,no,no,bad,2
879,880,no checking account,24,critical account/other credits elsewhere,business,1358,... >= 1000 DM,>= 7 yrs,< 20,male : married/widowed,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,40,stores,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad,0
880,881,no checking account,18,no credits taken/all credits paid back duly,car (used),2473,unknown/no savings account,unemployed,< 20,male : married/widowed,none,< 1 yr,building soc. savings agr./life insurance,25,none,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,bad,2
881,882,0<= ... < 200 DM,9,delay in paying off in the past,furniture/equipment,1337,unknown/no savings account,< 1 yr,< 20,male : married/widowed,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,34,none,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad,2
882,883,no checking account,48,no credits taken/all credits paid back duly,others,7763,unknown/no savings account,>= 7 yrs,< 20,male : married/widowed,none,>= 7 yrs,real estate,42,bank,own,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,bad,1
883,884,... < 0 DM,15,critical account/other credits elsewhere,others,1264,... <  100 DM,1 <= ... < 4 yrs,25 <= ... < 35,female : single,none,1 <= ... < 4 yrs,car or other,25,none,for free,1,skilled employee/official,0 to 2,no,no,bad,2
884,885,... < 0 DM,15,no credits taken/all credits paid back duly,others,2631,... <  100 DM,1 <= ... < 4 yrs,25 <= ... < 35,female : non-single or male : single,none,>= 7 yrs,building soc. savings agr./life insurance,28,none,for free,2-3,skilled employee/official,0 to 2,yes (under customer name),no,bad,2
885,886,... < 0 DM,48,no credits taken/all credits paid back duly,others,6560,... <  100 DM,4 <= ... < 7 yrs,20 <= ... < 25,male : married/widowed,none,1 <= ... < 4 yrs,car or other,24,none,rent,1,skilled employee/official,0 to 2,no,no,bad,1
886,887,no checking account,24,no credits taken/all credits paid back duly,others,3123,unknown/no savings account,< 1 yr,< 20,female : non-single or male : single,none,< 1 yr,car or other,27,none,rent,1,skilled employee/official,0 to 2,no,no,bad,1
887,888,no checking account,36,all credits at this bank paid back duly,repairs,8065,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,female : non-single or male : single,none,1 <= ... < 4 yrs,real estate,25,none,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad,1
888,889,no checking account,24,no credits taken/all credits paid back duly,furniture/equipment,2439,unknown/no savings account,< 1 yr,< 20,female : non-single or male : single,none,>= 7 yrs,unknown / no property,35,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,bad,1
889,890,... < 0 DM,36,no credits taken/all credits paid back duly,car (used),9034,... <  100 DM,< 1 yr,< 20,male : married/widowed,co-applicant,< 1 yr,real estate,29,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad,1
890,891,... < 0 DM,60,no credits taken/all credits paid back duly,others,14027,unknown/no savings account,4 <= ... < 7 yrs,< 20,male : married/widowed,none,1 <= ... < 4 yrs,real estate,27,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad,1
891,892,no checking account,36,all credits at this bank paid back duly,car (new),9629,unknown/no savings account,4 <= ... < 7 yrs,< 20,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,24,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,bad,1
892,893,... < 0 DM,12,no credits taken/all credits paid back duly,furniture/equipment,1484,... >= 1000 DM,1 <= ... < 4 yrs,25 <= ... < 35,female : single,none,< 1 yr,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,bad,2
893,894,no checking account,18,no credits taken/all credits paid back duly,car (used),1131,unknown/no savings account,unemployed,< 20,female : non-single or male : single,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,33,none,rent,1,skilled employee/official,0 to 2,no,no,bad,2
894,895,... < 0 DM,24,existing credits paid back duly till now,car (used),2064,unknown/no savings account,unemployed,20 <= ... < 25,female : non-single or male : single,none,1 <= ... < 4 yrs,car or other,34,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad,1
895,896,... < 0 DM,18,no credits taken/all credits paid back duly,car (new),12976,unknown/no savings account,unemployed,20 <= ... < 25,female : non-single or male : single,none,>= 7 yrs,real estate,38,none,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,bad,1
896,897,... >= 200 DM / salary for at least 1 year,21,existing credits paid back duly till now,retraining,2580,100 <= ... <  500 DM,< 1 yr,< 20,male : married/widowed,none,1 <= ... < 4 yrs,unknown / no property,41,bank,rent,1,unskilled - resident,3 or more,no,no,bad,0
897,898,... >= 200 DM / salary for at least 1 year,27,no credits taken/all credits paid back duly,others,2570,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,female : non-single or male : single,none,4 <= ... < 7 yrs,unknown / no property,21,none,for free,1,skilled employee/official,0 to 2,no,no,bad,2
898,899,... < 0 DM,27,no credits taken/all credits paid back duly,retraining,3915,unknown/no savings account,1 <= ... < 4 yrs,< 20,male : married/widowed,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,36,none,rent,1,skilled employee/official,3 or more,yes (under customer name),no,bad,1
899,900,... >= 200 DM / salary for at least 1 year,10,no credits taken/all credits paid back duly,others,1309,... >= 1000 DM,1 <= ... < 4 yrs,< 20,male : married/widowed,guarantor,>= 7 yrs,car or other,27,none,rent,1,unskilled - resident,0 to 2,no,no,bad,2
900,901,no checking account,24,no credits taken/all credits paid back duly,others,4817,unknown/no savings account,4 <= ... < 7 yrs,25 <= ... < 35,male : married/widowed,co-applicant,4 <= ... < 7 yrs,car or other,31,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,bad,1
901,902,no checking account,12,no credits taken/all credits paid back duly,others,2579,unknown/no savings account,< 1 yr,< 20,male : married/widowed,none,< 1 yr,unknown / no property,33,none,rent,1,unskilled - resident,3 or more,no,no,bad,2
902,903,... < 0 DM,36,existing credits paid back duly till now,others,2225,unknown/no savings account,>= 7 yrs,< 20,male : married/widowed,none,>= 7 yrs,real estate,57,bank,own,2-3,skilled employee/official,0 to 2,yes (under customer name),no,bad,0
903,904,no checking account,18,no credits taken/all credits paid back duly,car (used),4153,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,male : married/widowed,co-applicant,4 <= ... < 7 yrs,building soc. savings agr./life insurance,42,none,rent,1,skilled employee/official,0 to 2,no,no,bad,1
904,905,no checking account,18,delay in paying off in the past,car (used),3114,unknown/no savings account,< 1 yr,>= 35,female : non-single or male : single,none,>= 7 yrs,car or other,26,none,for free,1,skilled employee/official,0 to 2,no,no,bad,2
905,906,no checking account,18,all credits at this bank paid back duly,car (used),2124,unknown/no savings account,1 <= ... < 4 yrs,< 20,female : non-single or male : single,none,>= 7 yrs,unknown / no property,24,none,for free,2-3,skilled employee/official,0 to 2,no,no,bad,2
906,907,no checking account,18,critical account/other credits elsewhere,car (used),1553,unknown/no savings account,1 <= ... < 4 yrs,< 20,male : married/widowed,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,44,bank,rent,1,skilled employee/official,0 to 2,no,no,bad,0
907,908,no checking account,30,no credits taken/all credits paid back duly,car (used),2406,unknown/no savings account,4 <= ... < 7 yrs,< 20,female : non-single or male : single,none,>= 7 yrs,unknown / no property,23,none,for free,1,skilled employee/official,0 to 2,no,no,bad,1
908,909,no checking account,24,existing credits paid back duly till now,others,1333,unknown/no savings account,unemployed,< 20,male : married/widowed,none,1 <= ... < 4 yrs,unknown / no property,43,none,own,2-3,skilled employee/official,3 or more,no,no,bad,0
909,910,no checking account,48,delay in paying off in the past,car (used),7119,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,male : married/widowed,none,>= 7 yrs,real estate,53,none,own,2-3,skilled employee/official,3 or more,no,no,bad,1
910,911,no checking account,24,existing credits paid back duly till now,others,4870,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,male : married/widowed,none,>= 7 yrs,real estate,53,none,own,2-3,skilled employee/official,3 or more,no,no,bad,1
911,912,no checking account,12,all credits at this bank paid back duly,others,691,unknown/no savings account,>= 7 yrs,< 20,male : married/widowed,none,4 <= ... < 7 yrs,car or other,35,none,rent,2-3,skilled employee/official,0 to 2,no,no,bad,2
912,913,no checking account,42,existing credits paid back duly till now,furniture/equipment,4370,unknown/no savings account,4 <= ... < 7 yrs,20 <= ... < 25,male : married/widowed,none,1 <= ... < 4 yrs,car or other,26,bank,rent,2-3,skilled employee/official,3 or more,yes (under customer name),no,bad,1
913,914,no checking account,36,critical account/other credits elsewhere,car (used),2746,unknown/no savings account,>= 7 yrs,< 20,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,31,bank,rent,1,skilled employee/official,0 to 2,no,no,bad,1
914,915,no checking account,24,delay in paying off in the past,car (used),4110,unknown/no savings account,>= 7 yrs,20 <= ... < 25,male : married/widowed,none,>= 7 yrs,real estate,23,bank,for free,2-3,skilled employee/official,3 or more,no,no,bad,1
915,916,no checking account,18,no credits taken/all credits paid back duly,car (used),2462,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,male : married/widowed,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,22,none,rent,1,skilled employee/official,0 to 2,no,no,bad,2
916,917,no checking account,12,no credits taken/all credits paid back duly,car (used),1282,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,female : non-single or male : single,none,>= 7 yrs,building soc. savings agr./life insurance,20,none,for free,1,skilled employee/official,0 to 2,no,no,bad,2
917,918,... < 0 DM,12,delay in paying off in the past,car (used),2969,unknown/no savings account,< 1 yr,< 20,female : non-single or male : single,none,4 <= ... < 7 yrs,car or other,25,none,for free,2-3,skilled employee/official,0 to 2,no,no,bad,2
918,919,no checking account,48,delay in paying off in the past,car (new),4605,unknown/no savings account,>= 7 yrs,20 <= ... < 25,male : married/widowed,none,>= 7 yrs,real estate,24,none,own,2-3,skilled employee/official,3 or more,no,no,bad,1
919,920,no checking account,48,all credits at this bank paid back duly,car (new),6331,unknown/no savings account,>= 7 yrs,< 20,male : married/widowed,none,>= 7 yrs,real estate,46,none,own,2-3,skilled employee/official,0 to 2,yes (under customer name),no,bad,1
920,921,no checking account,24,critical account/other credits elsewhere,car (used),3552,unknown/no savings account,4 <= ... < 7 yrs,20 <= ... < 25,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,27,bank,rent,1,skilled employee/official,0 to 2,no,no,bad,1
921,922,no checking account,12,critical account/other credits elsewhere,others,697,unknown/no savings account,< 1 yr,< 20,male : married/widowed,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,46,bank,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,bad,0
922,923,no checking account,24,no credits taken/all credits paid back duly,others,1442,unknown/no savings account,4 <= ... < 7 yrs,< 20,female : non-single or male : single,none,>= 7 yrs,building soc. savings agr./life insurance,23,none,for free,2-3,skilled employee/official,0 to 2,no,no,bad,2
